Gene	A_1	A_2	A_3	A_4	A_5	B_1	B_2	B_3	B_4	B_5
KREMEN2	134	150	104	166	368	26	26	14	19	33
KRI1	3134	3483	2360	4126	2770	1556	1766	1652	1355	883
KRIT1	3297	2886	2022	4006	2482	2733	2616	2834	2224	1621
KRR1	2682	2048	1388	2984	2034	1238	1249	1290	1049	774
KRT1	14	23	8	30	8	3	6	4	3	1
KRT10	9240	7785	5440	11527	6457	886	959	935	837	621
KRT12	12	23	6	32	17	2	0	1	0	1
KRT13	50	56	35	93	48	0	0	1	0	0
KRT14	6	4	2	10	7	2	2	0	1	1
KRT15	318	371	221	520	253	5	6	4	2	4
KRT16	133	158	109	193	103	13	15	11	9	5
KRT16P2	7	1	3	3	4	4	10	15	6	1
KRT16P3	12	20	8	22	7	3	4	1	3	2
KRT17	3699	4819	2957	5401	3978	359	428	333	361	208
KRT18	69720	66648	44331	87333	49835	515	572	607	463	309
KRT18P55	3	1	0	5	4	5	5	6	7	1
KRT19	11793	15300	9489	16970	13197	412	427	376	351	269
KRT19P2	0	0	1	0	0	0	1	0	0	0
KRT2	5	2	6	11	4	2	2	0	1	0
KRT20	39	26	19	27	21	0	2	4	2	0
KRT222	24	15	19	32	11	2066	2180	2365	1818	1282
KRT23	671	665	421	853	462	1	2	0	1	1
KRT24	0	1	2	1	0	7	9	8	4	2
KRT25	0	1	0	0	0	3	9	6	3	4
KRT26	0	0	0	0	0	0	0	0	0	0
KRT27	2	1	1	3	0	0	3	0	1	1
KRT28	0	1	0	0	0	0	0	0	1	2
KRT3	3	0	5	2	0	5	2	1	2	3
KRT31	0	4	3	5	1	796	925	817	763	420
KRT32	9	17	10	22	12	1	0	0	1	0
KRT33A	0	0	0	0	0	2	1	1	1	0
KRT33B	6	12	5	13	9	8	16	10	8	5
KRT34	41	52	28	64	37	8	6	13	6	9
KRT35	0	0	0	1	0	0	1	0	0	0
KRT36	2	3	1	1	1	0	0	0	0	0
KRT37	12	6	9	25	6	0	0	0	0	0
KRT38	2	8	1	6	6	0	0	0	0	0
KRT39	23	26	9	28	8	1	4	2	3	0
KRT4	3	11	3	11	6	0	0	0	0	0
KRT40	48	53	28	61	28	7	0	2	2	0
KRT42P	3	9	3	5	6	2	4	1	4	0
KRT5	10	5	4	15	7	136	138	124	107	69
KRT6A	9	7	5	9	10	2	2	2	1	2
KRT6B	4	7	8	10	5	0	0	1	1	1
KRT6C	29	22	10	30	15	0	0	0	0	0
KRT7	1302	1542	1003	1856	1494	7	9	9	11	6
KRT71	2	1	2	2	1	1	1	3	0	1
KRT72	11	5	4	2	5	12	20	18	14	12
KRT73	2	1	0	4	2	0	1	0	0	1
KRT74	0	2	0	0	0	8	9	10	5	4
KRT75	4	4	4	5	2	0	0	0	0	0
KRT76	0	0	0	0	0	0	0	0	0	0
KRT77	1	1	1	6	4	2	2	0	1	0
KRT78	0	2	0	3	3	0	3	0	1	0
KRT79	12	34	10	33	13	0	0	0	0	0
KRT8	62421	69955	44744	82951	70036	46	57	55	62	46
KRT80	4038	4422	2728	5283	3647	7	10	9	7	8
KRT81	346	481	361	554	560	31	27	28	24	20
KRT82	1	0	0	0	1	1	1	2	1	1
KRT83	29	42	32	42	30	23	34	28	25	16
KRT84	1	0	0	0	0	2	2	1	2	1
KRT85	0	1	2	1	2	0	0	0	0	2
KRT86	194	216	152	259	295	21	17	14	21	15
KRT8P41	1	1	1	2	1	4	0	0	2	3
KRT9	10	4	2	7	0	2	2	3	0	0
KRTAP1-1	0	0	4	2	0	0	0	0	2	0
KRTAP1-3	0	0	0	0	0	0	0	0	0	0
KRTAP1-5	36	46	27	57	42	0	0	0	0	0
KRTAP10-1	0	0	0	0	0	0	0	0	0	0
KRTAP10-10	0	0	0	0	0	0	0	0	0	0
KRTAP10-11	0	0	0	0	0	0	0	0	0	0
KRTAP10-12	0	0	0	0	0	0	0	0	0	0
KRTAP10-2	0	0	0	2	0	0	0	0	0	0
KRTAP10-3	0	0	0	0	0	0	0	0	0	0
KRTAP10-4	0	0	0	1	2	0	0	0	0	0
KRTAP10-5	0	0	0	0	0	0	0	0	0	0
KRTAP10-6	0	0	0	2	0	0	0	0	0	0
KRTAP10-7	0	0	0	0	1	0	0	0	0	0
KRTAP10-8	0	0	0	0	0	0	0	0	0	0
KRTAP10-9	0	1	0	0	0	0	0	0	0	0
KRTAP11-1	0	0	0	0	0	0	0	0	0	0
KRTAP12-1	0	0	0	0	0	0	0	0	0	0
KRTAP12-2	0	0	0	0	0	0	0	0	0	0
KRTAP12-3	0	0	0	0	0	0	0	0	0	0
KRTAP12-4	0	0	0	0	0	0	0	0	0	0
KRTAP13-1	0	0	0	0	0	0	0	0	0	0
KRTAP13-2	1	0	1	0	0	0	0	0	0	0
KRTAP13-3	0	0	0	0	0	0	0	0	0	0
KRTAP13-4	0	0	1	0	0	0	0	0	0	0
KRTAP15-1	0	0	0	0	0	0	0	0	0	0
KRTAP16-1	0	0	0	0	0	1	6	1	1	0
KRTAP17-1	0	0	0	0	0	0	0	0	0	0
KRTAP19-1	4	11	4	12	1	0	0	0	0	0
KRTAP19-2	0	0	0	0	0	0	0	0	0	0
KRTAP19-3	0	0	0	0	0	0	0	0	0	0
KRTAP19-4	0	0	0	0	0	0	0	0	0	0
KRTAP19-5	0	0	1	0	1	0	0	0	0	0
KRTAP19-6	0	0	0	0	0	0	0	0	0	0
KRTAP19-7	0	0	0	0	0	0	0	0	0	0
KRTAP19-8	0	0	0	0	0	1	0	0	0	0
KRTAP2-1	0	0	0	0	0	0	0	0	0	0
KRTAP2-2	0	0	0	2	0	0	0	0	0	0
KRTAP2-4	0	0	0	0	0	0	0	0	0	0
KRTAP20-1	0	0	0	0	0	0	0	0	0	0
KRTAP20-2	0	0	0	0	0	0	0	0	0	0
KRTAP20-3	0	0	0	0	0	0	0	0	0	0
KRTAP20-4	0	0	0	0	0	0	0	0	0	0
KRTAP21-1	0	0	0	0	0	0	0	0	0	0
KRTAP21-2	2	0	1	0	0	0	0	0	0	0
KRTAP21-3	1	0	0	0	0	0	0	0	0	0
KRTAP22-2	0	0	0	0	0	0	0	0	0	0
KRTAP23-1	0	0	0	0	0	0	0	0	0	0
KRTAP24-1	0	0	0	0	0	0	0	0	0	0
KRTAP25-1	0	0	0	0	0	0	0	0	0	0
KRTAP26-1	0	0	0	0	0	0	0	0	0	0
KRTAP27-1	0	0	0	0	0	0	0	0	0	0
KRTAP3-1	39	53	29	70	47	0	0	0	0	0
KRTAP3-2	2	1	3	2	3	0	1	0	0	0
KRTAP3-3	1	0	0	2	1	0	0	0	0	0
KRTAP4-1	1	1	1	1	0	0	0	0	0	0
KRTAP4-11	0	0	0	0	0	0	0	0	0	0
KRTAP4-12	0	0	2	1	0	0	0	0	0	0
KRTAP4-2	0	0	0	0	0	0	0	0	0	0
KRTAP4-3	0	0	0	0	0	0	0	0	0	0
KRTAP4-4	0	0	0	0	0	0	0	0	0	0
KRTAP4-5	0	0	0	0	0	0	0	0	0	0
KRTAP4-6	0	0	0	0	1	0	0	0	0	0
KRTAP4-7	0	1	0	1	0	0	0	0	0	0
KRTAP4-8	9	7	1	4	6	0	0	0	0	0
KRTAP4-9	2	0	0	3	1	0	0	0	0	0
KRTAP5-1	20	17	19	34	31	144	121	142	110	93
KRTAP5-10	6	3	6	4	2	4	3	10	3	4
KRTAP5-11	2	0	0	1	1	10	8	10	7	3
KRTAP5-2	0	0	0	0	0	1	1	3	1	0
KRTAP5-3	0	0	0	0	0	1	0	0	1	1
KRTAP5-4	0	0	0	1	1	1	3	2	2	1
KRTAP5-5	0	0	0	1	0	13	9	13	8	6
KRTAP5-6	0	0	0	1	0	0	0	0	2	0
KRTAP5-7	12	5	1	8	1	16	18	15	13	7
KRTAP5-8	3	2	2	4	3	9	15	10	11	5
KRTAP5-9	4	10	11	20	12	18	33	27	20	13
KRTAP6-1	0	0	0	0	0	0	0	0	0	0
KRTAP6-2	0	0	0	0	0	0	0	0	0	0
KRTAP6-3	0	0	0	0	0	0	0	0	0	0
KRTAP7-1	0	1	1	0	0	0	0	0	0	0
KRTAP8-1	0	0	0	0	0	0	0	0	0	0
KRTAP9-1	0	0	0	0	0	0	0	0	0	0
KRTAP9-2	0	0	0	0	0	0	0	0	0	0
KRTAP9-3	0	0	0	0	0	0	0	0	0	0
KRTAP9-4	0	0	0	0	0	0	0	0	0	0
KRTAP9-8	0	0	0	0	0	0	0	0	0	0
KRTAP9-9	0	0	0	0	0	0	0	0	0	0
KRTCAP2	4030	4145	2717	5405	3250	1395	1552	1531	1324	829
KRTCAP3	185	190	113	238	148	31	40	33	32	13
KRTDAP	2	4	3	9	2	4	2	2	8	2
KSR1	681	728	429	797	534	1698	1775	1624	1370	877
KSR2	150	104	62	131	82	5889	6137	6160	5094	3358
KTI12	851	710	502	1025	677	438	428	415	369	250
KTN1	15051	11898	8694	17524	11968	10170	9985	10366	8728	6864
KY	10	9	6	10	3	639	683	661	587	369
KYNU	3699	2924	2143	4411	2558	37	35	40	32	21
L1CAM	5158	6456	3930	6423	5714	21247	23134	22167	18475	13027
L1TD1	2772	2254	1711	3217	2001	7	7	15	14	6
L2HGDH	2467	1866	1330	2691	1644	1726	1815	1829	1547	980
L3MBTL1	529	545	320	651	423	1018	1053	1003	814	536
L3MBTL2	2497	2690	1628	3181	1740	4073	4358	4182	3627	1985
L3MBTL3	782	604	467	955	580	548	514	599	456	298
L3MBTL4	346	358	195	415	278	443	468	435	359	241
LACC1	248	200	175	350	194	1674	1635	1815	1455	1105
LACE1	294	272	166	365	200	229	210	257	194	121
LACRT	0	1	0	0	0	0	0	0	0	0
LACTB	1231	956	648	1449	915	499	481	529	391	279
LACTB2	1230	1038	825	1707	998	389	449	474	345	271
LAD1	977	1095	698	1294	850	1	0	0	0	0
LAG3	133	135	81	169	107	46	64	52	45	28
LAGE3	1185	1434	981	1630	1669	1128	1234	1206	989	877
LAIR1	813	827	517	1035	637	526	560	513	407	311
LAIR2	8	5	7	11	4	17	7	15	11	9
LALBA	0	0	0	0	0	0	0	0	0	0
LAMA1	6705	6304	3982	7853	5136	334	288	304	250	151
LAMA2	76	66	45	98	50	1727	1734	1765	1467	1036
LAMA3	517	489	335	644	395	509	507	566	459	270
LAMA4	4830	4118	2772	5754	3484	1270	1276	1374	1031	732
LAMA5	4542	6357	4176	6053	14143	4558	4241	4518	3791	5261
LAMB1	26314	23911	15864	31406	19123	2794	3034	3026	2654	1578
LAMB2	6259	7961	4949	8219	6959	3664	3796	3628	3096	2137
LAMB2P1	87	94	73	141	69	190	195	191	171	87
LAMB3	1964	2246	1499	2637	2128	332	368	341	316	185
LAMB4	11	15	11	14	8	9	4	4	2	0
LAMC1	21559	19309	12663	25517	16762	2459	2653	2585	2164	1426
LAMC2	219	190	132	245	150	556	614	586	515	327
LAMC3	432	541	363	584	617	412	360	379	355	254
LAMP1	9404	9760	6481	12145	9399	10005	10894	10513	9149	6619
LAMP2	13942	11444	7868	16552	10502	24410	24671	25994	21235	15220
LAMP3	222	169	109	256	136	9	2	5	2	5
LAMTOR1	4413	4642	3290	5858	3291	4238	4546	4667	3876	2276
LAMTOR2	1706	1809	1169	2365	1288	1250	1376	1337	1111	606
LAMTOR3	2140	1677	1216	2637	1496	3908	3952	4405	3390	2437
LANCL1	6442	5142	3679	7402	4739	25297	25484	27212	21073	15316
LANCL2	1435	1257	827	1680	1013	4018	4225	4397	3674	2444
LANCL3	95	89	39	97	68	73	68	63	79	27
LAP3	6497	5269	3580	7859	4056	3359	3671	3659	3039	1830
LAPTM4A	14042	12568	8688	18022	9917	6159	6328	6770	5663	3547
LAPTM4B	17619	14988	10355	21855	12251	4461	4649	4837	3799	2595
LAPTM5	4568	4533	3009	5788	3450	2882	3051	3188	2596	1615
LARGE	1617	1483	999	1921	1190	5841	6208	5982	5120	3232
LARP1	22707	21038	13373	26466	16085	19563	21019	20026	17078	10484
LARP1B	2050	1595	1188	2451	1486	1290	1213	1259	1032	778
LARP4	6261	4853	3610	7093	4650	2840	2913	3017	2383	1753
LARP4B	5632	5134	3439	6569	4545	3531	3668	3777	3147	2300
LARP6	1300	1233	862	1714	1115	5917	6366	6172	5354	3610
LARP7	3348	2705	1849	3803	2443	1407	1443	1532	1283	1031
LARS	15990	13214	9056	19032	11343	7205	7297	7572	6325	4230
LARS2	3673	3773	2398	4674	2719	2255	2484	2366	1943	1197
LAS1L	5851	5794	3659	7310	4044	2141	2291	2189	1781	1043
LASP1	17783	17324	10978	21989	13178	8492	9137	8732	7526	4615
LAT	1347	1649	994	1842	1321	351	365	329	299	195
LAT2	599	564	411	791	376	529	638	548	520	276
LATS1	1665	1404	959	1634	1271	1429	1476	1502	1244	846
LATS2	1448	1211	845	1572	1216	681	657	700	577	426
LAX1	63	59	35	77	32	4	8	8	3	0
LAYN	257	270	154	324	198	794	769	778	658	462
LBH	1870	1965	1225	2470	1391	1143	1268	1090	945	544
LBP	34	36	24	46	28	6	4	2	5	3
LBR	11896	9330	6562	13461	8455	1281	1302	1435	1141	840
LBX1	1	1	1	1	4	14	10	12	17	28
LBX2	26	43	22	47	86	2	2	4	1	4
LCA5	311	234	181	334	232	1061	1160	1239	1002	709
LCA5L	140	101	76	174	98	53	42	70	43	31
LCAT	544	621	368	783	517	1170	1372	1238	1063	731
LCE1A	0	0	0	0	0	1	0	0	0	0
LCE1B	0	0	0	1	0	0	0	1	0	0
LCE1C	0	0	0	0	0	0	2	1	2	0
LCE1D	0	0	0	0	0	0	0	0	0	0
LCE1E	0	0	0	1	0	0	2	0	0	0
LCE1F	0	1	0	0	0	0	0	0	0	0
LCE2A	0	1	0	0	1	0	0	0	0	0
LCE2B	0	0	0	0	0	0	0	0	0	0
LCE2C	0	0	0	1	0	0	0	0	0	0
LCE2D	0	0	0	0	0	0	0	0	0	0
LCE3A	0	0	0	0	0	0	0	0	0	0
LCE3B	0	0	0	0	0	0	0	0	0	0
LCE3C	0	0	0	0	0	0	0	0	0	0
LCE3D	0	4	0	1	0	0	0	0	0	0
LCE3E	0	0	0	0	0	0	0	0	0	0
LCE4A	0	0	0	0	0	0	0	0	0	0
LCE5A	0	0	0	0	1	1	4	1	1	1
LCE6A	0	0	0	0	0	0	0	0	0	0
LCK	3105	3363	2114	4194	2506	10	13	16	16	9
LCLAT1	1943	1556	1141	2300	1508	661	676	737	664	409
LCMT1	2417	2206	1446	3136	1760	2660	2780	3031	2473	1600
LCMT2	978	811	553	1154	719	563	566	614	512	418
LCN1	8	5	0	6	8	13	4	12	3	3
LCN10	99	116	73	137	80	57	65	51	52	33
LCN12	1	8	11	8	8	18	20	13	12	5
LCN15	415	632	353	641	472	56	68	54	44	27
LCN2	54	45	49	72	41	5	4	9	6	4
LCN6	1	0	0	0	0	13	8	6	7	11
LCN8	0	1	0	0	1	55	40	46	45	33
LCN9	1	0	0	0	0	1	0	0	0	0
LCNL1	2	13	6	4	8	322	283	308	285	305
LCOR	1747	1377	1071	1966	1510	2284	2311	2455	1978	1467
LCORL	1022	808	594	1197	760	554	563	589	460	339
LCP1	13446	11865	7915	16290	9714	1515	1545	1488	1297	821
LCP2	1305	1154	738	1540	874	533	525	567	425	289
LCT	148	103	71	152	91	8	6	5	6	0
LCTL	122	90	79	124	95	26	25	24	22	15
LDB1	4656	5483	3359	5830	3599	4516	4972	4544	3839	2316
LDB2	482	361	316	589	280	4763	4900	5093	4181	2719
LDB3	91	72	33	78	61	1985	2109	1937	1702	1170
LDHA	158140	131929	91755	196418	106929	19101	19829	20489	16914	11423
LDHAL6A	10	7	5	12	5	54	64	40	48	25
LDHAL6B	11	6	8	18	3	1	2	6	3	3
LDHB	72578	60743	41754	93002	46998	36248	37367	39189	32950	20689
LDHC	63	41	41	67	34	5	6	8	16	7
LDHD	205	249	163	272	320	817	950	830	773	691
LDLR	9527	9828	6072	11911	7559	2729	2913	2698	2322	1426
LDLRAD1	11	23	10	39	17	0	0	0	0	0
LDLRAD2	43	53	27	69	71	23	16	17	19	8
LDLRAD3	1232	1129	717	1336	913	1942	2057	1908	1561	1139
LDLRAP1	2549	2724	1624	3254	2044	4296	4716	4724	3753	2490
LDOC1	1500	1557	984	1920	1415	5099	5422	5333	4503	3210
LDOC1L	3215	3053	1947	3790	2618	6358	6557	6403	5268	3516
LEAP2	297	257	200	386	171	61	47	40	26	28
LECT1	69	42	36	50	41	85	87	92	51	39
LECT2	31	19	14	27	15	1	4	2	1	0
LEF1	7096	6534	4197	8594	5384	545	535	522	397	312
LEFTY1	33	30	25	41	44	72	71	84	78	69
LEFTY2	1055	969	623	1342	996	8	22	10	13	12
LEKR1	38	37	23	40	36	29	39	38	30	15
LELP1	1	0	0	0	0	0	0	0	0	0
LEMD1	79	60	61	64	41	54	54	50	47	25
LEMD2	3131	3394	2349	4221	3176	2575	2727	2769	2338	1825
LEMD3	2598	2153	1430	2986	2053	3213	3287	3410	2837	2109
LENEP	5	5	3	9	1	4	4	1	2	1
LENG1	288	292	196	414	342	387	336	326	348	259
LENG8	6235	7770	4663	7754	8567	10644	10935	10083	8916	7802
LENG9	174	218	140	237	233	100	112	124	112	85
LEO1	3196	2691	1866	4084	2236	1407	1526	1418	1317	829
LEP	4	8	2	2	2	1	6	1	3	3
LEPR	1524	1215	834	1710	1136	1014	1048	1007	851	574
LEPRE1	6012	5785	3569	7278	4427	789	887	889	687	475
LEPREL1	2797	2331	1578	3291	1940	173	224	229	169	101
LEPREL2	3075	3723	2466	4177	3697	1211	1241	1328	1165	843
LEPREL4	2722	3339	2074	3857	2806	703	820	746	632	388
LEPROT	4939	4226	3025	5940	3708	2752	2929	2975	2357	1728
LEPROTL1	4075	3258	2343	4807	2953	3832	3891	4057	3275	2350
LETM1	4501	5068	3168	5947	4468	3732	3921	3889	3374	2321
LETM2	112	93	55	141	61	334	352	319	258	176
LETMD1	5687	4967	3314	7027	3523	4010	4235	4319	3421	2223
LEUTX	0	0	0	0	0	0	0	0	0	0
LFNG	571	655	486	733	765	698	713	759	563	459
LGALS1	24240	27286	16837	33579	19156	5146	5726	5228	4776	2807
LGALS12	94	100	58	129	73	6	7	8	7	3
LGALS13	0	0	0	0	0	1	1	4	4	2
LGALS14	1	1	1	2	1	1	0	1	1	1
LGALS16	0	0	0	0	0	1	2	0	3	2
LGALS17A	1	3	0	2	5	0	0	0	0	0
LGALS2	112	124	67	182	72	0	0	6	3	0
LGALS3	11624	9786	7307	14486	9963	1844	1876	2102	1691	1254
LGALS3BP	21454	26128	16317	28888	22080	5545	5929	5680	4783	3341
LGALS4	14	21	12	21	8	22	31	22	18	13
LGALS7	0	0	0	0	0	0	0	0	0	0
LGALS7B	0	2	3	4	1	0	0	0	0	0
LGALS8	3222	2762	1837	3867	2331	3540	3605	3849	3189	2271
LGALS8-AS1	21	42	14	40	33	2	4	10	3	1
LGALS9	576	619	385	711	386	767	791	733	693	361
LGALS9B	1	0	1	2	2	0	0	2	0	0
LGALS9C	6	10	4	8	6	3	2	1	0	1
LGALSL	1154	988	665	1337	839	2400	2449	2535	2233	1489
LGI1	64	58	37	91	46	3199	3343	3695	2751	2012
LGI2	80	77	51	106	79	2075	2138	2207	1727	1239
LGI3	404	489	297	527	377	15638	17046	16134	13814	8367
LGI4	33	37	25	51	59	3372	3613	3441	3004	2797
LGMN	10174	9706	6032	12495	7368	2550	2720	2741	2297	1545
LGR4	4245	3384	2309	4745	3207	2794	2786	3056	2409	1808
LGR5	660	623	375	777	529	491	475	524	388	292
LGR6	25	42	22	53	34	378	405	391	298	220
LGSN	30	36	24	54	24	2	2	1	3	2
LHB	16	23	17	38	27	1	2	1	1	0
LHCGR	0	0	0	0	0	7	4	4	9	3
LHFP	782	674	484	899	613	4285	4951	4795	4139	2685
LHFPL1	33	39	22	37	19	49	49	46	40	24
LHFPL2	3521	2779	1898	3870	2514	1219	1274	1370	1037	797
LHFPL3	13	14	8	18	4	1382	1429	1615	1203	944
LHFPL4	82	103	73	107	85	4522	4987	4778	4274	2507
LHFPL5	5	7	3	6	0	123	141	137	111	67
LHPP	649	706	455	857	682	5061	5449	5243	4490	2904
LHX1	85	85	69	105	124	1374	1401	1406	1057	1138
LHX2	314	298	183	353	353	1279	1364	1333	1099	1001
LHX3	4	1	0	4	4	0	1	1	5	3
LHX4	79	82	50	105	44	83	79	80	55	29
LHX5	2	2	4	4	13	30	24	31	24	42
LHX6	435	434	281	535	311	870	887	976	727	505
LHX8	103	61	51	123	63	6	6	8	6	5
LHX9	6	2	3	8	5	8	5	7	1	0
LIAS	827	701	492	1009	576	661	626	697	563	326
LIF	1185	1406	967	1621	1086	108	118	113	79	66
LIFR	5950	4909	3281	6855	4999	7863	7999	8811	6681	5281
LIG1	4884	5395	3262	6294	4091	1029	1163	1150	989	582
LIG3	3607	3216	2088	4133	2285	1770	1723	1742	1403	797
LIG4	1698	1316	911	1924	1270	2611	2557	2894	2267	1602
LILRA1	8	4	4	4	3	22	31	42	32	23
LILRA2	207	221	119	233	134	93	101	79	78	55
LILRA3	1	4	3	3	2	2	8	1	2	0
LILRA4	9	7	4	7	3	74	92	91	61	41
LILRA5	17	18	9	16	14	28	12	19	19	11
LILRA6	12	26	16	23	15	69	51	51	62	30
LILRB1	21	34	19	29	26	151	141	147	115	82
LILRB2	6	5	3	4	4	56	73	69	55	31
LILRB3	28	30	14	38	16	75	80	82	78	33
LILRB4	89	101	64	121	66	257	291	261	247	126
LILRB5	0	1	0	0	0	40	43	44	39	22
LILRP2	0	0	1	1	3	0	0	0	0	0
LIM2	3	10	6	3	2	0	1	0	0	0
LIMA1	4690	4068	2783	5570	3477	4631	4572	4873	3806	2706
LIMCH1	3189	2713	1752	3496	2360	13074	13685	14029	11088	8314
LIMD1	3401	3019	2080	4097	2431	590	567	628	498	308
LIMD2	824	1183	809	1379	1149	548	635	592	509	340
LIME1	179	279	213	283	1295	177	133	183	153	408
LIMK1	3141	3895	2438	4482	3305	9690	10098	9867	8480	5653
LIMK2	1866	1842	1192	2396	1314	3727	3985	3700	3117	1933
LIMS1	4368	3689	2542	5262	3702	1002	1037	1140	895	703
LIMS2	184	243	128	267	240	749	754	756	682	580
LIMS3	0	0	0	0	0	0	0	0	0	0
LIMS3-LOC440895	1	1	0	1	2	0	0	0	0	1
LIMS3L	0	0	0	0	0	0	0	0	0	0
LIN28A	16229	14137	9634	20470	11375	5	7	10	2	4
LIN28B	2334	2019	1355	2786	1829	52	61	63	47	48
LIN37	417	498	372	617	394	836	885	973	795	475
LIN52	754	597	455	903	502	862	818	911	683	471
LIN54	2777	2173	1542	3220	1821	1622	1703	1682	1360	878
LIN7A	236	228	155	306	160	842	893	936	743	491
LIN7B	116	159	97	204	178	671	643	694	574	478
LIN7C	3082	2464	1735	3809	2412	4278	4292	4362	3896	2637
LIN9	1552	1265	868	1724	1120	356	344	393	270	200
LINC00028	3	2	0	3	3	0	0	0	1	4
LINC00029	11	10	7	17	9	0	1	0	1	0
LINC00032	2	2	5	8	3	12	8	10	13	9
LINC00051	3	1	2	5	1	4	0	0	1	0
LINC00052	734	664	407	904	559	1	0	0	1	0
LINC00085	268	289	181	307	250	542	599	543	528	333
LINC00086	66	115	65	132	83	4046	4547	4371	3649	2066
LINC00087	67	66	39	97	55	3817	4192	3939	3346	1940
LINC00092	12	17	6	10	8	417	465	394	399	243
LINC00094	1715	1655	1063	2014	1372	3769	3964	3786	3196	2113
LINC00102	9	9	2	7	1	1	1	2	0	2
LINC00111	1	2	0	2	0	0	0	0	0	0
LINC00112	5	0	4	5	2	0	0	0	0	0
LINC00113	0	0	0	0	0	0	0	0	0	0
LINC00114	0	0	0	0	0	0	0	0	0	0
LINC00115	209	195	145	286	206	223	211	217	196	129
LINC00116	191	278	194	346	405	464	445	468	371	479
LINC00152	1247	1141	822	1606	738	111	101	93	95	58
LINC00158	0	7	1	3	4	16	14	17	14	14
LINC00160	1	6	5	2	2	0	0	0	0	0
LINC00161	18	10	4	12	4	4	3	5	2	2
LINC00162	179	223	155	248	175	8	17	17	15	6
LINC00163	25	43	25	32	43	0	2	1	0	0
LINC00167	9	3	0	9	3	15	9	12	11	6
LINC00173	273	232	152	311	178	293	332	286	275	131
LINC00174	698	663	385	834	683	266	281	285	223	171
LINC00176	202	238	199	342	415	458	514	507	447	379
LINC00184	9	9	1	12	3	43	42	42	19	21
LINC00189	34	17	18	44	20	0	2	3	0	0
LINC00200	128	140	89	175	110	0	0	0	0	0
LINC00202	30	37	19	47	26	330	312	290	242	167
LINC00204A	0	0	0	0	0	0	0	0	0	0
LINC00204B	0	0	0	0	0	0	0	0	0	0
LINC00207	0	0	0	0	0	5	1	2	0	2
LINC00208	0	0	0	0	0	0	0	0	0	0
LINC00221	570	494	395	637	410	0	0	0	0	0
LINC00222	1	0	4	3	4	5	0	10	7	2
LINC00226	0	0	0	0	0	0	0	0	0	0
LINC00229	0	0	0	0	0	0	0	0	0	0
LINC00230A	0	0	0	0	0	0	0	0	0	0
LINC00230B	0	0	0	0	0	0	0	0	0	0
LINC00235	0	1	1	2	12	1	0	5	1	1
LINC00238	1	0	0	0	0	0	3	1	0	0
LINC00239	37	38	30	33	15	3	6	11	1	1
LINC00240	17	16	11	16	7	19	14	26	18	8
LINC00242	19	29	19	47	26	55	62	60	58	27
LINC00244	2	2	0	6	1	1	1	0	0	3
LINC00246A	0	0	0	0	0	0	0	0	0	0
LINC00246B	0	0	0	0	0	0	0	0	0	0
LINC00251	0	0	0	0	0	1	1	0	0	1
LINC00254	0	0	0	0	0	0	0	0	0	0
LINC00256A	65	43	18	64	33	69	71	79	76	30
LINC00256B	14	18	8	21	14	10	8	12	7	3
LINC00261	734	643	461	943	578	0	0	3	1	0
LINC00263	1008	1010	641	1309	622	1282	1287	1227	980	564
LINC00264	1	3	0	2	4	8	5	5	4	6
LINC00265	483	467	321	555	608	716	678	692	619	525
LINC00266-1	23	19	9	12	18	13	21	16	6	5
LINC00271	11	5	1	7	4	16	28	31	21	19
LINC00272	0	0	0	0	0	0	0	0	0	0
LINC00273	0	0	0	0	0	0	0	0	0	0
LINC00277	152	141	70	167	81	44	68	56	49	24
LINC00281	0	0	0	0	0	0	0	0	0	0
LINC00282	32	30	14	32	15	196	181	210	189	99
LINC00284	4	6	1	6	3	24	22	28	18	9
LINC00290	0	0	0	0	0	13	11	10	5	1
LINC00293	0	0	0	0	0	0	0	0	0	0
LINC00294	1238	1080	725	1528	913	3956	4084	4170	3618	2249
LINC00299	2	0	1	3	0	25	17	23	22	14
LINC00301	0	0	0	0	0	0	0	0	0	0
LINC00303	0	1	0	1	0	1	0	0	0	1
LINC00304	14	15	12	17	11	111	115	101	97	86
LINC00305	0	0	0	0	0	0	0	0	0	0
LINC00307	0	0	0	0	0	0	0	0	0	0
LINC00308	0	1	0	0	1	0	0	0	0	0
LINC00309	0	0	1	0	1	0	0	0	0	0
LINC00310	26	15	10	26	14	11	16	12	10	5
LINC00311	13	2	7	11	3	7	2	1	3	1
LINC00312	77	67	33	91	57	87	74	126	87	64
LINC00313	11	8	8	16	5	6	3	7	2	2
LINC00314	0	0	0	0	0	1	0	1	1	0
LINC00317	0	0	0	0	1	0	0	0	0	0
LINC00319	98	167	101	154	167	16	15	11	9	12
LINC00320	0	0	0	0	0	1804	1817	1955	1435	1103
LINC00323	9	10	7	22	6	110	134	113	101	67
LINC00324	47	51	41	59	43	42	56	52	39	34
LINC00326	32	15	12	34	9	17	21	28	21	10
LINC00327	50	48	25	57	37	30	34	35	34	13
LINC00336	0	1	2	2	1	9	9	14	19	5
LINC00338	1153	1134	765	1515	815	644	596	612	540	281
LINC00339	1166	1040	716	1586	759	459	417	369	370	224
LINC00340	292	249	167	328	174	73	90	84	62	48
LINC00341	696	549	350	785	442	346	368	390	359	220
LINC00346	630	546	365	720	452	51	73	66	67	32
